City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kristiansund,63.1115,7.732,272.51,69,75,2.06,NO,1702358377
364,fernley,39.608,-119.2518,279.18,47,85,1.83,US,1702358377
365,norwich,52.6278,1.2983,282.24,92,100,2.06,GB,1702358115
366,la libertad,-2.2333,-80.9,297.22,82,99,4.39,EC,1702358378
367,sisimiut,66.9395,-53.6735,271.03,97,100,5.7,GL,1702358378
368,ascension,30.2169,-90.9001,279.15,81,0,0.0,US,1702358379
369,vallenar,-28.5708,-70.7581,292.72,58,0,1.21,CL,1702358379
370,mulki,13.1,74.8,302.75,74,20,2.06,IN,1702358379
371,kisangani,0.5167,25.2,295.34,99,100,1.82,CD,1702358380
372,balakovo,52.0278,47.8007,260.36,83,100,7.65,RU,1702358380
373,prince rupert,54.3161,-130.3201,276.98,80,0,10.29,CA,1702358380
374,preobrazheniye,42.9019,133.9064,269.05,31,25,2.2,RU,1702358381
375,atar,20.5169,-13.0499,290.66,19,61,3.26,MR,1702358381
376,karema,-6.8205,30.4389,295.32,91,100,2.48,TZ,1702358381
377,jiuquan,39.7432,98.5174,278.4,17,73,3.82,CN,1702358382
378,laguna,38.421,-121.4238,283.2,81,0,1.54,US,1702358382
379,meiganga,6.5167,14.3,290.15,36,100,2.06,CM,1702358382
380,fort st. john,56.2499,-120.8529,270.09,68,40,5.66,CA,1702358110
381,kenai,60.5544,-151.2583,270.18,100,0,2.06,US,1702358383
382,plastun,44.7561,136.2939,265.02,35,89,4.81,RU,1702358383
383,chamical,-30.36,-66.314,297.2,43,0,4.59,AR,1702358384
384,ketchikan,55.3422,-131.6461,279.14,75,100,6.69,US,1702358384
385,cootamundra,-34.65,148.0333,306.45,30,100,2.29,AU,1702358384
386,thunder bay,48.4001,-89.3168,270.14,74,75,5.14,CA,1702358110
387,kuanda,56.3161,116.0806,241.36,93,78,0.59,RU,1702358385
388,marsa alam,25.0757,34.8918,295.26,61,10,4.98,EG,1702358385
389,mutuali,-14.8706,37.0044,299.49,66,29,1.92,MZ,1702358386
390,nantucket,41.2835,-70.0995,276.56,69,6,12.38,US,1702358386
391,mendefera,14.8872,38.8153,290.51,44,91,0.38,ER,1702358386
392,tadine,-21.55,167.8833,297.41,67,93,6.53,NC,1702358386
393,salamanca,40.8333,-6.0,284.61,95,100,4.27,ES,1702358166
394,yacuiba,-22.038,-63.6797,297.08,77,100,2.07,BO,1702358387
395,wajir,1.7471,40.0573,299.95,69,97,5.09,KE,1702358387
396,andergrove,-21.0833,149.1833,299.06,87,81,9.69,AU,1702358388
397,marcali,46.585,17.412,273.08,90,18,0.74,HU,1702358388
398,farafangana,-22.8167,47.8333,300.19,77,28,3.59,MG,1702358388
399,labrador city,52.9463,-66.9114,265.1,79,100,3.6,CA,1702358389
400,sungai penuh,-2.0833,101.3833,297.66,73,74,2.24,ID,1702358389
401,seydi,39.4816,62.9137,266.38,27,1,7.3,TM,1702358389
402,smara,26.7384,-11.6719,289.18,31,60,4.78,EH,1702358390
403,stephenville,32.2207,-98.2023,282.12,50,0,1.54,US,1702358390
404,hastings,50.8552,0.5729,285.44,91,98,6.91,GB,1702358390
405,kenora,49.8167,-94.4337,265.69,73,100,5.66,CA,1702358391
406,ghadamis,30.1337,9.5007,284.72,48,0,2.97,LY,1702358391
407,at taj,24.2049,23.2857,283.54,70,3,4.4,LY,1702358392
408,gebeit,21.0667,36.3167,295.38,44,69,1.84,SD,1702358392
409,sao vicente,-23.9631,-46.3919,296.25,26,68,0.31,BR,1702358187
410,paungde,18.4833,95.5,301.99,62,43,3.14,MM,1702358393
411,mazatlan,23.2167,-106.4167,296.43,80,0,0.89,MX,1702358393
412,port macquarie,-31.4333,152.9167,300.31,62,0,4.57,AU,1702358393
413,bukama,-9.2,25.85,294.62,98,100,1.28,CD,1702358393
414,prince george,53.9166,-122.753,270.84,100,100,1.54,CA,1702358343
415,ilha de mocambique,-15.0342,40.7358,300.82,76,25,1.34,MZ,1702358394
416,okhotsk,59.3833,143.3,262.19,93,100,0.41,RU,1702358394
417,pariaman,-0.619,100.12,303.18,79,100,2.64,ID,1702358395
418,strathmore,51.0501,-113.3852,268.82,92,92,4.12,CA,1702358395
419,chernyshevskiy,63.0128,112.4714,243.77,97,100,1.17,RU,1702358395
420,zambezi,-13.5432,23.1047,291.86,94,100,2.71,ZM,1702358396
421,markovo,57.3206,107.0881,244.64,94,95,0.48,RU,1702358396
422,gaspe,48.8334,-64.4819,275.1,93,40,3.6,CA,1702358396
423,as sulayyil,20.4607,45.5779,285.29,27,76,1.14,SA,1702358396
424,jincheng,35.5022,112.8328,272.58,98,100,1.7,CN,1702358397
425,sultanah,24.4926,39.5857,293.4,17,20,2.57,SA,1702358397
426,antigonish,45.6169,-61.9986,283.79,90,100,4.92,CA,1702358398
427,kemijarvi,66.7131,27.4306,249.28,100,97,0.54,FI,1702358398
428,yung shue wan,22.2333,114.1167,302.48,61,3,2.25,HK,1702358398
429,rio formoso,-8.6636,-35.1586,296.96,82,3,1.88,BR,1702358398
430,radomsko,51.0671,19.4448,277.28,91,100,6.78,PL,1702358399
431,san julian,21.0167,-102.1667,280.82,90,68,1.15,MX,1702358399
432,sainte-anne-des-monts,49.124,-66.4924,272.08,100,100,10.29,CA,1702358118
433,kill devil hills,36.0307,-75.676,279.81,69,0,3.09,US,1702358400
434,korla,41.7597,86.1469,272.73,49,59,1.12,CN,1702358400
435,porto novo,6.4965,2.6036,299.05,91,0,2.01,BJ,1702358400
436,egilsstadir,65.2653,-14.3948,272.1,69,100,1.54,IS,1702358401
437,quang ngai,15.1167,108.8,300.15,71,97,1.87,VN,1702358401
438,shalkar,47.8288,59.6258,250.65,57,0,8.99,KZ,1702358402
439,kirensk,57.7853,108.1119,243.13,96,98,0.89,RU,1702358402
440,port shepstone,-30.7414,30.455,294.45,82,100,4.57,ZA,1702358403
441,kruisfontein,-34.0033,24.7314,290.86,63,0,6.51,ZA,1702358403
442,lockwood,45.8191,-108.4149,274.49,87,75,3.09,US,1702358404
443,fortuna,40.5982,-124.1573,284.07,97,100,0.0,US,1702358404
444,conceicao do araguaia,-8.2578,-49.2647,297.27,86,99,2.03,BR,1702358405
445,byron bay,-28.65,153.6167,301.88,56,64,3.52,AU,1702358405
446,touros,-5.1989,-35.4608,299.16,75,23,5.79,BR,1702358406
447,pacific grove,36.6177,-121.9166,285.18,88,0,2.57,US,1702358218
448,matoury,4.8483,-52.3317,297.13,100,20,1.03,GF,1702358406
449,pyshma,56.9523,63.2513,242.37,94,35,3.05,RU,1702358407
450,queenstown,-31.8976,26.8753,291.99,60,0,1.38,ZA,1702358407
451,taro,-8.3862,115.28,300.15,65,90,1.91,ID,1702358407
452,graham,47.0529,-122.2943,280.55,92,100,2.57,US,1702358408
453,sault ste. marie,46.5168,-84.3333,273.31,78,100,7.2,CA,1702358176
454,tofol,5.3248,163.0078,304.03,70,75,7.72,FM,1702358409
455,salaverry,-8.2333,-78.9667,292.36,88,32,2.78,PE,1702358409
456,vorkuta,67.5,64.0,256.25,95,100,6.81,RU,1702358410
457,garachico,28.7781,-17.7646,291.21,45,0,3.09,ES,1702358410
458,kuttampuzha,10.1511,76.7339,303.79,57,92,0.98,IN,1702358410
459,revda,56.801,59.9303,242.42,94,18,1.53,RU,1702358411
460,borogontsy,62.6683,131.1683,240.37,99,100,1.09,RU,1702358411
461,degache,33.9761,8.2081,284.33,71,4,1.54,TN,1702358412
462,oyama,36.3,139.8,289.59,69,99,2.19,JP,1702358412
463,kismayo,-0.3582,42.5454,301.52,73,94,4.18,SO,1702358413
464,malvan,16.0667,73.4667,302.57,40,58,1.07,IN,1702358413
465,cozumel,20.5083,-86.9458,297.56,82,99,7.78,MX,1702358134
466,horta,38.5333,-28.6333,286.49,77,4,2.68,PT,1702358414
467,margate,51.3813,1.3862,284.76,95,75,3.58,GB,1702358414
468,opuwo,-18.0607,13.84,294.62,31,99,1.65,NA,1702358415
469,nova vicosa,-17.8919,-39.3719,298.25,86,99,6.13,BR,1702358415
470,namibe,-15.1961,12.1522,294.58,76,29,1.57,AO,1702358416
471,jati,24.3539,68.2671,297.83,46,71,2.6,PK,1702358416
472,yeppoon,-23.1333,150.7333,301.03,69,74,8.71,AU,1702358416
473,turbat,26.0023,63.044,297.41,15,79,5.18,PK,1702358417
474,bozkurt,41.9577,34.0109,283.48,87,100,1.01,TR,1702358417
475,bonthe,7.5264,-12.505,298.89,84,38,1.73,SL,1702358418
476,saint-philippe,-21.3585,55.7679,300.92,71,67,4.12,RE,1702358418
477,mangaldai,26.4333,92.0333,296.45,59,0,2.65,IN,1702358419
478,inarajan village,13.2736,144.7484,303.93,88,16,7.42,GU,1702358419
479,hafendorf,47.4557,15.319,274.72,96,60,1.81,AT,1702358420
480,anyama,5.4946,-4.0518,299.6,87,12,0.13,CI,1702358421
481,corner brook,48.9667,-57.9484,286.24,88,100,9.77,CA,1702358421
482,hithadhoo,-0.6,73.0833,301.02,74,53,2.51,MV,1702358422
483,camarinas,43.1311,-9.1817,288.11,91,100,7.2,ES,1702358422
484,kupang,-10.1667,123.5833,304.47,79,75,4.12,ID,1702358423
485,greensboro,36.0726,-79.792,272.54,91,1,0.89,US,1702358294
486,altamira,-3.2033,-52.2064,295.7,97,94,0.64,BR,1702358409
487,kudahuvadhoo,2.6708,72.8944,301.29,73,24,2.25,MV,1702358424
488,irkutsk,52.2978,104.2964,242.58,57,38,2.0,RU,1702358320
489,puerto deseado,-47.7503,-65.8938,283.25,87,48,5.08,AR,1702358425
490,ust'-ilimsk,58.0006,102.6619,241.73,96,99,0.45,RU,1702358426
491,bucerias,20.75,-105.3333,297.58,100,0,0.0,MX,1702358399
492,howrah,22.5892,88.3103,295.15,60,0,2.57,IN,1702358427
493,qamdo,31.1667,97.2333,272.17,23,0,3.66,CN,1702358427
494,along,28.1667,94.7667,296.4,43,2,0.59,IN,1702358427
495,norilsk,69.3535,88.2027,249.41,98,100,3.22,RU,1702358428
496,armacao de buzios,-22.7469,-41.8817,295.18,95,28,3.7,BR,1702358428
497,tafo,6.7345,-1.6127,294.12,97,8,0.66,GH,1702358429
498,gao,16.6362,1.637,288.98,34,0,6.54,ML,1702358429
499,victoria point,-27.5833,153.3,303.75,53,34,1.79,AU,1702358429
500,pangody,65.85,74.4859,246.74,91,100,5.72,RU,1702358430
501,gorom-gorom,14.4439,-0.2361,291.34,24,0,4.85,BF,1702358430
502,mutum biyu,8.6333,10.7667,291.74,26,87,2.67,NG,1702358431
503,parnu,58.3859,24.4971,270.2,100,100,3.6,EE,1702358431
504,ust-tsilma,65.441,52.1498,257.93,91,100,5.36,RU,1702358432
505,hommersak,58.9317,5.8511,276.16,66,75,1.03,NO,1702358432
506,karratha,-20.7377,116.8463,306.48,22,0,6.28,AU,1702358432
507,madera,37.1666,-119.8343,284.3,72,44,1.23,US,1702358144
508,vilyuysk,63.7553,121.6247,245.1,97,100,2.87,RU,1702358433
509,hojo,33.9766,132.7777,291.75,67,75,4.12,JP,1702358433
510,nieuw amsterdam,5.8833,-55.0833,298.72,91,38,3.25,SR,1702358434
511,padang,-0.9492,100.3543,303.18,82,99,2.65,ID,1702358434
512,alo,7.4178,6.7371,295.44,31,2,0.69,NG,1702358435
513,bestobe,52.4994,73.0975,246.46,87,23,5.86,KZ,1702358435
514,colonia,50.9333,6.95,281.46,82,75,3.09,DE,1702358205
515,gangtok,27.3333,88.6167,287.76,45,19,2.76,IN,1702358436
516,palu,-0.8917,119.8707,304.64,62,29,2.35,ID,1702358150
517,omutninsk,58.67,52.1932,252.78,82,100,5.44,RU,1702358436
518,tczew,54.0924,18.7779,277.81,100,100,2.19,PL,1702358437
519,shiyan,32.6475,110.7781,278.42,85,100,2.81,CN,1702358437
520,kangding,30.0513,101.9603,283.36,49,48,1.87,CN,1702358438
521,lolodorf,3.2333,10.7333,294.58,98,97,0.39,CM,1702358438
522,balaipungut,1.05,101.2833,296.77,99,100,0.62,ID,1702358439
523,kurmuk,10.55,34.2833,298.02,29,41,1.56,SD,1702358439
524,haiku-pauwela,20.9219,-156.3051,298.17,77,20,5.14,US,1702358439
525,papao,-17.75,-149.55,300.97,79,85,11.3,PF,1702358440
526,princeville,45.7668,-61.2985,284.04,93,75,7.6,CA,1702358440
527,enoch,37.7733,-113.0244,276.19,51,0,2.57,US,1702358440
528,luderitz,-26.6481,15.1594,291.3,50,1,8.07,NA,1702358441
529,mbuji-mayi,-6.15,23.6,294.63,95,100,0.52,CD,1702358441
530,belmonte,-15.8631,-38.8828,298.02,86,20,4.23,BR,1702358442
531,elliot lake,46.3834,-82.6331,270.97,80,96,5.93,CA,1702358443
532,tocopilla,-22.092,-70.1979,292.53,75,32,1.87,CL,1702358443
533,robertsport,6.7533,-11.3686,299.05,84,21,2.01,LR,1702358444
534,fort bragg,35.139,-79.006,276.38,83,0,2.57,US,1702358445
535,maisi,43.0395,41.2621,281.46,75,100,1.47,GE,1702358445
536,beau vallon,-20.4189,57.6953,302.28,70,75,3.6,MU,1702358446
537,celestun,20.8667,-90.4,295.22,66,99,5.57,MX,1702358446
538,cannonvale,-20.2833,148.7,298.81,84,27,9.48,AU,1702358446
539,gustavia,17.8962,-62.8498,299.68,74,0,4.92,BL,1702358447
540,fauske,67.2588,15.3918,269.14,79,20,3.67,NO,1702358447
541,mawu,29.5923,107.3139,286.79,78,99,1.42,CN,1702358447
542,jutai,-5.1833,-68.9,296.65,98,99,0.71,BR,1702358448
543,coahuayana de hidalgo,18.7,-103.6583,296.4,64,2,2.24,MX,1702358448
544,angaur state,6.906,134.13,301.83,76,54,5.47,PW,1702358449
545,turabah,21.2141,41.6331,289.61,24,62,3.69,SA,1702358449
546,mount pearl,47.5166,-52.7813,285.0,90,75,11.32,CA,1702358450
547,katoomba,-33.7198,150.3074,299.3,30,78,3.77,AU,1702358450
548,greymouth,-42.4667,171.2,284.98,65,65,8.04,NZ,1702358450
549,glace bay,46.1969,-59.957,284.94,96,100,7.72,CA,1702358451
550,aktau,43.65,51.2,259.47,84,100,12.5,KZ,1702358451
551,itoman,26.1247,127.6694,295.36,83,75,7.72,JP,1702358451
552,bogande,12.9714,-0.1436,291.57,24,0,4.69,BF,1702358452
553,duki,30.1541,68.5728,288.22,21,20,2.01,PK,1702358452
554,kinablangan,7.6947,126.5503,302.13,74,67,3.74,PH,1702358452
555,praya,14.9215,-23.5087,295.45,83,47,4.12,CV,1702358453
556,zaozersk,69.4005,32.4476,255.36,98,37,3.86,RU,1702358453
557,ghatsila,22.6,86.4833,295.4,35,10,1.92,IN,1702358454
558,bambanglipuro,-7.95,110.2833,303.74,55,95,4.53,ID,1702358454
559,ambovombe,-25.1667,46.0833,301.73,61,96,1.23,MG,1702358455
560,grantsville,40.5999,-112.4644,275.17,61,36,0.39,US,1702358455
561,belyy yar,53.6039,91.3903,246.09,76,20,0.0,RU,1702358455
562,puerto lempira,15.2667,-83.7667,298.47,90,52,4.86,HN,1702358456
563,chongqing,29.5628,106.5528,289.94,84,100,2.0,CN,1702358456
564,dibba al-hisn,25.6196,56.2729,293.25,31,76,0.21,AE,1702358456
565,chernyshevsk,52.5243,117.0174,244.91,89,13,1.25,RU,1702358457
566,upington,-28.4478,21.2561,294.36,26,0,3.6,ZA,1702358457
567,souran,35.2916,36.7488,284.69,88,1,1.43,SY,1702358457
568,meerssen,50.8875,5.75,282.75,94,100,4.63,NL,1702358458
569,banska bystrica,48.5,19.5,275.26,100,98,2.13,SK,1702358458
570,arenapolis,-14.4503,-56.8461,295.73,94,82,1.17,BR,1702358458
571,niquero,20.0431,-77.5828,298.2,88,100,5.16,CU,1702358458
572,mendi,-6.1761,143.6513,292.25,83,84,2.13,PG,1702358459
573,ilheus,-14.7889,-39.0494,297.29,89,28,2.54,BR,1702358459
574,yarmouth,41.7057,-70.2286,277.15,70,0,7.2,US,1702358460
575,tobruk,32.0836,23.9764,290.23,74,10,6.37,LY,1702358460
576,altai,46.3722,96.2583,261.03,78,94,1.38,MN,1702358460
577,angra do heroismo,38.65,-27.2167,287.49,88,20,4.44,PT,1702358461
578,talovskiy,51.1144,40.73,266.97,93,100,9.75,RU,1702358461
579,hamirpur,25.95,80.15,294.38,31,0,1.47,IN,1702358461
580,jalai nur,49.45,117.7,250.21,94,93,1.07,CN,1702358462
581,riverside,33.7333,-116.0508,285.47,75,0,0.0,US,1702358462
582,ingeniero guillermo n. juarez,-23.9,-61.85,301.93,58,100,5.11,AR,1702358463
583,baruun-urt,46.6806,113.2792,252.37,95,59,1.74,MN,1702358463
584,nadi,-17.8,177.4167,303.15,51,40,5.14,FJ,1702358464
585,zarghun shahr,32.8473,68.4457,276.88,35,0,1.91,AF,1702358464
586,okha,53.5739,142.9478,253.32,85,40,9.43,RU,1702358464
